business_name,address,mall_center,city,state,zip,mall
COASTAL AMUSEMENT,135  BRAZOSPORT BL. N.,,CLUTE,TX,77531-,False
COAST AMUSEMENT,349  HWY. 288 S.,,CLUTE,TX,77531-4810,False
BAYOU VENDING,3519  HWY. 3,,DICKINSON,TX,77539-5199,False
ALADDIN'S CASTLE,,BAYBROOK MALL # 1130,FRIENDSWOOD,TX,77546-,True
A B C VENDING,1829  BAYOU SHORE DR.,,GALVESTON,TX,77550-,False
GALVESTON NOVELTY,2420  MECHANIC ST.,,GALVESTON,TX,77550-1414,False
WATER COASTER,215  SEAWALL BL.,,GALVESTON,TX,77550-5519,False
ALADDIN'S CASTLE,6402  BROADWAY ST.,GALVEZ MALL,GALVESTON,TX,77551-1047,True
YESTERDAY'S,110  HWY. 332,BRAZOS MALL # 1119,LAKE JACKSON,TX,77566-4013,True
D L SHIVER,"905  FRONT ST., P O BOX 71",,RICHMOND,TX,77569-,False
BULLDOG VIDEO GAME ROOM,9901  SPENCER HWY.,FAIRMONT PARK PLAZA,LA PORTE,TX,77571-4075,True
MAC'S AMUSEMENT,711  NEBRASKA ST.,,SOUTH HOUSTON,TX,77587-3134,False
B & T MUSIC,709  SAN JACINTO ST.,,TEXAS CITY,TX,77590-5538,False
LONE STAR AMUSEMENTS,,12430  GALVESTON RD.,WEBSTER,TX,77598,False
PUTT-PUTT GOLF,806  NASA RD. 1 E.,,WEBSTER,TX,77598-,False
JIM'S BILLIARD CUES & VENDING,705  SUDDUTH ST.,,BRIDGE CITY,TX,77611-4021,False
PUTT-PUTT GOLF & GAMES,5100  WEST PARKWAY ST.,,GROVES,TX,77619-2920,False
G & A VENDING,511  ATLANTA AVE.,,NEDERLAND,TX,77627-,False
CARROUSEL MINIATURE GOLF,221  HWY. 69 S.,,NEDERLAND,TX,77627-,False
OMAR AMUSEMENT,,HWY. 87 S. (BRIDGE CITY),ORANGE,TX,77630-,False
ALLOWAY PHONOGRAPH & VENDING,2402  3rd ST. N.,,ORANGE,TX,77630-2710,False
M P D VENDING,1847  WOODWORTH BL.,,PORT ARTHUR,TX,77640-3936,False
SHOWBIZ PIZZA PLACE,3600  HWY. 365,,PORT ARTHUR,TX,77642-,True
SILVER BALL,3100  HWY. 365,CENTRAL MALL # 30,PORT ARTHUR,TX,77642-7703,True
TOM'S AMUSEMENT,1333  PARK ST.,,BEAUMONT,TX,77701-,False
BAINE AMUSEMENT & CIGARETTE,1323  MAGNOLIA ST.,,BEAUMONT,TX,77701-,False
PLAIA'S,"1170  AVENUE ""C""",,BEAUMONT,TX,77701-,False
JIMMIE'S NOVELTY,1380  GULF ST.,,BEAUMONT,TX,77701-1111,False
GULF COAST NOVELTY,2002  PARK ST.,,BEAUMONT,TX,77701-6096,False
B & B NOVELTY,"2321  MAGNOLIA ST., P O BOX 3025",,BEAUMONT,TX,77704-,False
GOLD MINE,6155  EASTEX FWY.,PARKDALE MALL # 55,BEAUMONT,TX,77706-6707,True
JEFFERSON NOVELTY,4145  COLLEGE,,BEAUMONT,TX,77707-3901,False
T A V S,2116  FOUNTAIN AVE.,,BRYAN,TX,77801-1119,False
E & M VENDING,2516  WILLOW BEND DR.,,BRYAN,TX,77802-,False
ALADDIN'S CASTLE,701  VILLA MARIA RD.,MANOR EAST MALL,BRYAN,TX,77802-5339,True
DOUBLE-M VENDING,302  ST. CHARLES S.,,BRENHAM,TX,77833-,False
PUTT-PUTT GOLF,1705  VALLEY VIEW DR.,,COLLEGE STATION,TX,77840,False
GAMES GALORE,1511  TEXAS AVE. S.,CULPEPPER PLAZA,COLLEGE STATION,TX,77840-,True
TIME-OUT,1500  HARVEY RD. # 4020,POST OAK MALL,COLLEGE STATION,TX,77840-,True
NOTO MUSIC,116  10th S.,,NAVASOTA,TX,77868-,False
STROUD'S VENDING,702  CRESTWOOD ST. E.,,VICTORIA,TX,77901-3343,False
C V E,1313  SAM HOUSTON DR.,,VICTORIA,TX,77901-4335,False
R & R VENDING,1704  MAIN ST. N.,,VICTORIA,TX,77901-5216,False
A O C AMUSEMENT,P O BOX 3324,LOOP 175,VICTORIA,TX,77903-,False
CONDOR VIDEOTRONICS,303  BEDIVERE ST.,,VICTORIA,TX,77904-1848,False
GOLD MINE,7800  HALLETTSVILLE HWY.,VICTORIA MALL # 387,VICTORIA,TX,77904-2608,True
BERRY PHONOGRAPH SERVICE,803  ALLEN S.,,EDNA,TX,77957-,False
CIRCLE M AMUSEMENT MACHINES,"1106  MAIN, P O BOX 638",,BANDERA,TX,78003-,False
FOLGER DISTRIBUTING,312  GALBRAITH AVE.,,KERRVILLE,TX,78028-4106,False
ALADDIN'S CASTLE,1  MAIN AVE. S.,RIVERDRIVE MALL # D-6,LAREDO,TX,78040-,True
GARCIA MUSIC & VENDING,1417  SAN EDUARDO AVE.,,LAREDO,TX,78040-,False
QUARTER HOUSE,401  GUSTAVUS ST.,,LAREDO,TX,78040-3329,False
ASTRO VENDING,,COMMERCE PLAZA # 1112,LAREDO,TX,78041-,True
STEED VENDING & AMUSEMENT,710  TIMBER LN.,,LAREDO,TX,78041-2138,False
SILVER COIN,,MALL DEL NORTE,LAREDO,TX,78041-3030,True
COUNTY WIDE VENDERS,905  BRAZOS ST. E.,,PEARSALL,TX,78061-3707,False
WINTER GARDEN MUSIC & GAMES,437  MARGO DR.,,PEARSALL,TX,78061-3913,False
LAKE MUSIC & CIGARETTE,P O BOX 1716,,ZAPATA,TX,78076-,False
TRI-COUNTY VENDING,P O BOX 4160,,BEEVILLE,TX,78104-,False
MARK I MUSIC,851  I-35 W.,,NEW BRAUNFELS,TX,78130,False
SCHLITTERBAHN,305  AUSTIN ST. W.,,NEW BRAUNFELS,TX,78130-4113,False
GOOFY GOLF,205  GREENTREE,,SCHERTZ,TX,78154-,False
D & M VENDING SUPPLY,P O BOX 947,EARLY BIRD LN.,SEGUIN,TX,78155-,False
LEO'S AMUSEMENT,120  PINE W.,,SEGUIN,TX,78155-,False
BRIEF ENCOUNTERS,859  NELDA ST.,,SEGUIN,TX,78155-6735,False
ALADDIN'S CASTLE,4522  FREDERICKSBURG RD.,WONDERLAND MALL # A-22,SAN ANTONIO,TX,78201-,True
VIDEO GAME SPECIALTIES,431  CULEBRA RD.,,SAN ANTONIO,TX,78201-,False
SHAMROCK MUSIC,4441  FREDERICKSBURG RD.,,SAN ANTONIO,TX,78201-1955,False
RELIABLE AMUSEMENT,3027  PEREZ ST.,,SAN ANTONIO,TX,78207-2451,False
LINTERNA VERDE PHONOGRAPH,525  ZARZAMORA ST. N.,,SAN ANTONIO,TX,78207-2533,False
ALAMO AMUSEMENT,2942  HOUSTON ST. W.,,SAN ANTONIO,TX,78207-3732,False
A & A MUSIC,1419  ST. MARYS S.,,SAN ANTONIO,TX,78210-,False
ALBERT'S CIGARETTE SERVICE,"3919  PRESA ST. S., P O BOX 10326",,SAN ANTONIO,TX,78210-0326,False
ALLIED AMUSEMENT SHOP,1419  ST. MARY'S ST. S.,,SAN ANTONIO,TX,78210-1227,False
LITTLE JOE'S AMUSEMENT,1419  PRESA ST. S.,,SAN ANTONIO,TX,78210-1627,False
MAIN AMUSEMENT & VENDING,140  NEW LAREDO HWY.,,SAN ANTONIO,TX,78211-1904,False
PAUL'S AMUSEMENT,162  HWY. 81 S.,,SAN ANTONIO,TX,78211-1904,False
AMUSEMENT GAMES OF TEXAS,308  JOSEPHINE ST. W.,,SAN ANTONIO,TX,78212-,False
BANANAS,2003  SAN PEDRO AVE.,,SAN ANTONIO,TX,78212-3306,False
CITY WIDE VENDING SERVICE,825  LOCUST ST. E.,,SAN ANTONIO,TX,78212-4133,False
ELDORADO,1701  ST. MARYS ST. N.,,SAN ANTONIO,TX,78212-4590,False
BONAM NOVELTY,2603  VANCE JACKSON BL.,,SAN ANTONIO,TX,78213-3428,False
HENSLEY AMUSEMENT,"303  AVENUE ""A""",,SAN ANTONIO,TX,78215-1306,False
BURNS AMUSEMENT,612  BROADWAY ST.,,SAN ANTONIO,TX,78215-1884,False
GOLD MINE,622  LOOP 410 NW,CENTRAL PARK MALL # 261-A,SAN ANTONIO,TX,78216-,True
GELL SERVICE INDUSTRIES,610  SANDAU RD.,,SAN ANTONIO,TX,78216-4131,False
TIFFANY BILLIARD PARLOR,7011  SAN PEDRO AVE.,,SAN ANTONIO,TX,78216-6209,False
ROCKY J's,,12403  NACOGDOCHES RD. # 104,SAN ANTONIO,TX,78217-,False
ALADDIN'S CASTLE,7900  I-35 N.,WINDSOR PARK MALL # R-1,SAN ANTONIO,TX,78218-,True
DIVERSIONS GAME ROOM,5255  WALZEM RD.,,SAN ANTONIO,TX,78218-,False
WATER PARK U S A,3600  I-35 N.,,SAN ANTONIO,TX,78219-,True
APACHE AMUSEMENT,514  SOUTHCROSS BL. W.,,SAN ANTONIO,TX,78221-1160,False
GOLD MINE,4100  NEW BRAUNFELS AVE. S.,McCRELESS MALL # 736,SAN ANTONIO,TX,78223-1717,True
JOLLY TIME,2310  MILITARY DR. SW,SOUTH PARK MALL,SAN ANTONIO,TX,78224-,True
ERNEST BARBERIO MUSIC,6718  WESTFIELD DR.,,SAN ANTONIO,TX,78227-3798,False
MALIBU CASTLE,3330  CHERRY RIDGE,,SAN ANTONIO,TX,78230-,False
MALIBU GRAND PRIX,7702  BRIARIDGE DR.,,SAN ANTONIO,TX,78230-,False
BROADWAY AMUSEMENTS,,10710  AULDINE DR.,SAN ANTONIO,TX,78230-,False
DEIKE PHONOGRAPH,5504  BANDERA RD. # 618,,SAN ANTONIO,TX,78238-,False
SHOWBIZ PIZZA PLACE,6802  INGRAM RD.,,SAN ANTONIO,TX,78238-4103,True
ALADDIN'S CASTLE,6301  LOOP 410 NW,INGRAM PARK MALL,SAN ANTONIO,TX,78238-4851,True
HAMBY'S DARTS & STUFF,121  WHITEWOOD ST.,,SAN ANTONIO,TX,78242-,False
CHAYN REACTION,4822  WINTHOP ST.,,SAN ANTONIO,TX,78249-,False
ROCKY J's,8061  CULEBRA RD.,,SAN ANTONIO,TX,78251-1632,False
CITY AMUSEMENTS,426  COMMERCIAL ST. N.,,ARANSAS PASS,TX,78336-,False
A P AMUSEMENT,657  LAMONT ST. S.,,ARANSAS PASS,TX,78336-3419,False
ALADDIN'S CASTLE,2300  BRAHMA BL. S.,SOUTHGATE MALL,KINGSVILLE,TX,78363-,True
D & C AMUSEMENT,"632  CORRAL AVE. E., P O BOX 1325",,KINGSVILLE,TX,78364-,False
VIDEO MANIA,503  ALLISTER,,PORT ARANSAS,TX,78373-,False
IKE LAFRANCE,P O BOX 306,,WOODSBORO,TX,78393-,False
A G LEAL VENDING,4006  BALDWIN BL. S.,,CORPUS CHRISTI,TX,78405-3213,False
AMERICAN VENDORS,5810  LEOPARD ST.,,CORPUS CHRISTI,TX,78408-2327,False
CORPUS CHRISTI AMUSEMENTS,5562  LEOPARD ST.,,CORPUS CHRISTI,TX,78408-2394,False
A B C AMUSEMENT,"8100  UP RIVER RD., P O BOX 10476",,CORPUS CHRISTI,TX,78410-,False
TILT,,PADRE-STAPLES MALL,CORPUS CHRISTI,TX,78411-,True
SPANKY'S,4240  PADRE ISLAND DR. S.,,CORPUS CHRISTI,TX,78411-4406,False
ACTION AMUSEMENT,4610  PADRE ISLAND DR. S.,,CORPUS CHRISTI,TX,78411-4414,False
PUTT-PUTT GOLF,8306  PADRE ISLAND DR. S.,,CORPUS CHRISTI,TX,78412,False
ALADDIN'S CASTLE,5858  PADRE ISLAND DR. S.,SUNRISE MALL # 39,CORPUS CHRISTI,TX,78412-3906,True
AMUSEMENT VENDING,6342  GREENWOOD DR.,,CORPUS CHRISTI,TX,78417-,False
TOM'S AMUSEMENT,3121  NASSAU DR.,,CORPUS CHRISTI,TX,78418-,False
McALLEN MINIATURE GOLF,6001  28th LN. N.,c/o CAPP,McALLEN,TX,78504,False
LAND OF OZ,301  MEXICO BL.,AMIGOLAND MALL # G-12,BROWNSVILLE,TX,78520-4159,True
BILLIARD ROOM,2104  CENTRAL BL.,,BROWNSVILLE,TX,78520-8710,False
STRAIGHT SHOT,1725  PRICE RD. E.,,BROWNSVILLE,TX,78521-,False
B M SALES,5545  14th ST. E.,,BROWNSVILLE,TX,78521-,False
NUMBER ONE FUN,2370  EXPRESSWAY N. # 2,SUNRISE MALL,BROWNSVILLE,TX,78521-1537,True
MAGICTIME,3107  BOCA CHICA BL.,,BROWNSVILLE,TX,78521-3509,False
J & D MUSIC & AMUSEMENT,107  13th AVE. N.,,EDINBURG,TX,78539-3507,False
MODERN MUSIC,424  HARRISON ST. W.,,HARLINGEN,TX,78550-6426,False
GOLD MINE,2020  EXPRESSWAY 83 S.,VALLE VISTA MALL # B-22,HARLINGEN,TX,78552-,True
A C AMUSEMENT,139  OLEANDER W.,,LA FERIA,TX,78559-,False
J & J VENDING,516  CONWAY AVE. N.,,MISSION,TX,78572-,False
NICKELODEON,500  JACKSON RD. N.,,PHARR,TX,78577-,False
SMITTY'S MUSIC & AMUSEMENT,116  STATE W.,,PHARR,TX,78577-,False
GALAXY AMUSEMENT,215-1/2  HIDALGO AVE. W.,,RAYMONDVILLE,TX,78580-3525,False
J V AMUSEMENT,1312  GARZA ST. N.,,RIO GRANDE CITY,TX,78582-2741,False
RIO MUSIC VENDING,800  GARZA ST. N.,,RIO GRANDE CITY,TX,78582-3325,False
PEPPER'S GAME ROOM,400  WILLIAMS S.,,SAN BENITO,TX,78586-,False
DEBBIE'S GAME ROOM,925  SAM HOUSTON BL.,,SAN BENITO,TX,78586-,False
ALL VALLEY AMUSEMENT,600  ROBERTSON ST. W.,,SAN BENITO,TX,78586-5844,False
TROPIC ISLE MINIATURE GOLF,3213  PADRE BL.,,SOUTH PADRE ISLAND,TX,78597-,False
JEREMIAH'S LANDING WATER SLIDE,P O BOX 2725,,SOUTH PADRE ISLAND,TX,78597-,False
SILVER MINE,700  POLK E.,,BURNET,TX,78611-,False
LICO'S RECREATION CLUB,305  ST. GEORGE,,GONZALES,TX,78629,False
DUB'S AMUSEMENT,409  ST. FRANCIS ST.,,GONZALES,TX,78629-3543,False
CORRAL VENDING,4  COMANCHE SPRINGS,,MARBLE FALLS,TX,78654-5012,False
A B A VENDING,1  MILE OLD AUSTIN HWY.,RD 2 BX 325-D,SAN MARCOS,TX,78666-,False
CAPITAL CITY VENDING,55  I-35 N. # 224,,AUSTIN,TX,78702-,False
BUCK'S VIDEO GAME ROOM,1816  12th ST. E.,,AUSTIN,TX,78702-,False
CAPITOL AMUSEMENT & VENDING,1902  6th ST. E.,,AUSTIN,TX,78702-3402,False
STANDARD VENDING & MUSIC,815  AIRPORT BL.,,AUSTIN,TX,78702-4105,False
G & S MUSIC,412  JOSEPHINE ST.,,AUSTIN,TX,78704-1017,False
TEXAS AMUSEMENT GAMES,1804  BARTON SPRINGS RD. # B,,AUSTIN,TX,78704-1054,False
LE FUN,2200  GUADALUPE ST.,,AUSTIN,TX,78705-5223,False
POWER PLAY,2021  GUADALUPE ST. N.,DOBIE MALL,AUSTIN,TX,78705-5608,True
TONY DAYWOOD VENDING & AMUSEMENT,1109  SHADY LN. # B,,AUSTIN,TX,78721-,False
CENTRAL PHONOGRAPH SERVICE,4806  PECAN SPRINGS RD.,,AUSTIN,TX,78723-6025,False
AUSTIN AMUSEMENT & VENDING,3701  GREYSTONE DR.,,AUSTIN,TX,78731-,False
ANNIS AMUSEMENT,5180  HWY. 290 W.,,AUSTIN,TX,78735-,False
A & C AMUSEMENT,,RD 6 BX 35-A,AUSTIN,TX,78737,False
BACK ROOM,2015  RIVERSIDE DR. E.,RIVERTOWNE MALL,AUSTIN,TX,78741-1324,True
GAMES GALAXY,1905  RIVERSIDE DR. E.,RIVER HILLS CENTER,AUSTIN,TX,78741-1332,True
AUSTIN CUE CLUB,7400  HWY. 183 S.,,AUSTIN,TX,78744,False
LASER ONE,4521  WESTGATE BL.,,AUSTIN,TX,78745-,False
ALADDIN'S CASTLE,2901  CAPITAL OF TEXAS HWY.,BARTON CREEK SQUARE MALL # C-12,AUSTIN,TX,78746-8112,True
TWO-BIT SCORE AMUSEMENTS,,11600  MANCHACA RD. # 305,AUSTIN,TX,78748-,False
ERIC'S,4631  AIRPORT BL.,,AUSTIN,TX,78751-,False
MALIBU GRAND PRIX,7417  INTERREGIONAL HWY. N.,,AUSTIN,TX,78752-,False
GOLD MINE,,HIGHLAND MALL # 1264,AUSTIN,TX,78752-4217,True
SIDE POCKET,,10701  LAMAR BL. N.,AUSTIN,TX,78753-3054,False
AUSTIN GAME SERVICE,5601  ADAMS AVE.,,AUSTIN,TX,78756-,False
GOLD MINE,,NORTHCROSS MALL # 356,AUSTIN,TX,78757-1135,True
DAVOL VENDING,1310  CARDINAL HILL DR.,,AUSTIN,TX,78758-2703,False
CASAL'S VENDING SERVICE,510  MAIN ST. W.,,UVALDE,TX,78801-5125,False
AMISTAD MUSIC,1108  DE LA ROSA,,DEL RIO,TX,78840-,False
BOWERS AMUSEMENT,101  CLOUSE DR.,,DEL RIO,TX,78840-,False
LAND OF OZ,"2205  AVENUE ""F""",PLAZA DEL SOL,DEL RIO,TX,78840-,True
GOLD MINE,,LAS AGUILAS MALL # 700,EAGLE PASS,TX,78852-,True
GEM AMUSEMENTS,126  MAIN S.,,FLATONIA,TX,78941-,False
CHARLIE BILL'S MUSIC,425  LEON ST. S.,,GIDDINGS,TX,78942-4219,False
BOULDIN AMUSEMENT,415  WILSON ST. W.,,BORGER,TX,79007-,False
R & R VENDING & AMUSEMENT,315  VETA,,BORGER,TX,79007-4112,False
BORGER AMUSEMENT,225  MAIN ST. N.,,BORGER,TX,79007-4711,False
SULLY'S VENDING,P O BOX 1716,HOLLY SUGAR RD.,HEREFORD,TX,79045-,False
WEST TEXAS VENDING,"1411  5th ST. W., P O BOX 1389",,PLAINVIEW,TX,79073-1389,False
JONES GAME MACHINES,1412  10th AVE. W.,,AMARILLO,TX,79101-3028,False
STAPF AMUSEMENT,"316  OSAGE ST. N., P O BOX 9087",,AMARILLO,TX,79105-,False
BORCHARDT'S COIN MACHINES,,HWY. 66 W.,AMARILLO,TX,79106-,False
BELL-LEMLEY MUSIC,3211  AMARILLO BL. W.,,AMARILLO,TX,79106-,False
HARVEY'S,2730  DUNIVEN CIR.,,AMARILLO,TX,79109-,False
PUTT-PUTT GOLF,4105  33rd AVE. W.,,AMARILLO,TX,79109-,False
BIT VENDING,6019  45th AVE. SW,,AMARILLO,TX,79109-,False
STANDARD VENDING & MUSIC - CORP. HDQTRS.,4146  GEORGIA S.,,AMARILLO,TX,79110,False
JUST FOR FUN,7701  I-40 W.,WESTGATE MALL # 116,AMARILLO,TX,79160-,True
PRENTICE AMUSEMENT,600  9th ST. SE,,CHILDRESS,TX,79201-6506,False
FUN CITY,217  KEARNEY S.,,CLARENDON,TX,79226-,False
HAPPY DAYS GAME ROOM,300  1st ST. N.,,LAMESA,TX,79331-5506,False
SERVIN GAME ROOM,1001  IDALOU RD.,,LUBBOCK,TX,79403-,False
PUTT-PUTT GOLF & GAMES,5110  29th DR.,,LUBBOCK,TX,79407-2607,False
HAMBONE'S,3205  34th ST.,,LUBBOCK,TX,79410-3229,False
BOB JORDAN AMUSEMENT,"3512  AVENUE ""Q""",,LUBBOCK,TX,79412-,False
JOLLY TIME,6002  SLIDE RD.,SOUTH PLAINS MALL,LUBBOCK,TX,79414-,True
GROSS DISTRIBUTING,"917  31st ST., P O BOX 3196",,LUBBOCK,TX,79452-3196,False
A B C VENDING,"6002  SLIDE RD.(SO. PLAINS MALL # P-33), P O BOX 64069",FAMILY FUN WORLD,LUBBOCK,TX,79464-,False
HOLT MUSIC,"1206  COLLEGE AVE., P O BOX 1148",,SNYDER,TX,79549-,False
DREYER MUSIC,1101  CYPRESS ST.,,ABILENE,TX,79601-3551,False
B & V VENDING,881  OAK ST.,,ABILENE,TX,79602,False
FANTASY WORLD,4033  NORTH 1st ST.,,ABILENE,TX,79603-6717,False
MAGIC DOOR,4310  BUFFALO GAP RD.,MALL OF ABILENE # 1350,ABILENE,TX,79606-2707,True
GREEN ACRES MINIATURE GOLF,,HWY. 80 E.,MIDLAND,TX,79701,False
B & B VENDING,,10100  HWY. 80 W.,MIDLAND,TX,79703,False
A-1 TV VIDEO,"401  MAIN S., P O BOX 948",,ANDREWS,TX,79714-,False
TRAFFIC JAM,808  MAIN N.,,ANDREWS,TX,79714-,False
DREYER MUSIC,1609  3rd ST. E.,,BIG SPRING,TX,79720,False
STEPHEN'S VENDING,1602  FM 700,,BIG SPRING,TX,79720-,False
CIRCLE J,1200  4th ST. E.,,BIG SPRING,TX,79720-3218,False
BIG SPRING MUSIC,1706  ALABAMA,,BIG SPRING,TX,79720-5006,False
ALADDIN'S CASTLE,1801  FM 700 E.,BIG SPRING MALL,BIG SPRING,TX,79720-5055,True
ALAMO SALES,1502  HORNBECK BL. W.,,FORT STOCKTON,TX,79735-2904,False
STANDARD VENDING & MUSIC,"1621  5th ST. E., P O BOX 4795",,ODESSA,TX,79760-,False
PERMIAN VENDING SERVICE,2103  GRANT AVE. N.,,ODESSA,TX,79761-1118,False
JOLLY TIME,4101  42nd ST. E.,PERMIAN MALL,ODESSA,TX,79762-,True
AMERICAN WESTERN AMUSEMENT,6449  RICHWOOD RD.,,ODESSA,TX,79762-,False
FANTASY WORLD,3816  ANDREWS HWY.,,ODESSA,TX,79762-5502,False
SHERWOOD ACRES MINI GOLF & GAME ROOM,4320  ANDREWS HWY.,,ODESSA,TX,79762-5559,False
TAKE TEN,3827  42nd ST. E.,WINWOOD MALL,ODESSA,TX,79762-5926,True
BOB COLLINS VENDING,1301  AMBURGEY AVE. N.,,ODESSA,TX,79763-3414,False
FUN CITY,7201  ANDREWS HWY.,,ODESSA,TX,79765-2557,False
DAN DANIEL MUSIC SERVICE,312  CEDAR ST. S.,,PECOS,TX,79772-3211,False
MARIE'S CAFE,100  O'BRIEN N.,,WICKETT,TX,79788-,False
GONZALES GROCERY,,,MARATHON,TX,79842-,False
FRONTIER MUSIC,1319  COPIA ST. N.,,EL PASO,TX,79903-2710,False
PLAYMOR BILLIARDS & ARCADE,4816  MONTANA AVE.,,EL PASO,TX,79903-4813,True
CHAMPION MUSIC,120-1/2  COPIA ST. N.,A & A COIN MACHINE SALES,EL PASO,TX,79905-1202,False
FAMILY GOLF & GO-CARTS,,10355  DYER ST.,EL PASO,TX,79924-2707,False
ALADDIN'S CASTLE,8401  GATEWAY WEST BL.,CIELO VISTA MALL,EL PASO,TX,79925-,True
CENTURY VENTURES,6400  AIRPORT RD.,DETOUR,EL PASO,TX,79925-,False
PUTT-PUTT GOLF & GAMES,8836  MONTANA AVE.,,EL PASO,TX,79925-1211,False
EL PASO AMUSEMENT,3630  BUCKNER ST.,,EL PASO,TX,79925-1321,False
B & B VENDING,5725  TROWBRIDGE DR.,,EL PASO,TX,79925-3217,False
STANDARD VENDING & MUSIC,"1520  GOODYEAR # B, P O BOX 26929",,EL PASO,TX,79926-6929,False
SHOWBIZ PIZZA PLACE,9301  RALSTON RD.,,ARVADA,CO,80002-,True
BLUE SAGE ENTERPRISES,4941  ALLISON ST. # 16,,ARVADA,CO,80002-,False
PUTT-PUTT GOLF & GAMES,,10480  RALSTON RD.,ARVADA,CO,80004-4836,False
A A A BILLIARDS,2041  DAYTON ST.,,AURORA,CO,80010-1010,False
FUN-N-GAMES,,AURORA MALL,AURORA,CO,80012,True
NICKELODEON,1182  HAVANA ST. S.,BUCKINGHAM SQUARE MALL,AURORA,CO,80012,True
LE MANS,,PLAZA AT AURORA MALL,AURORA,CO,80012-2522,True
NICKELODEON,5602  91st AVE. W.,,WESTMINSTER,CO,80030-3022,False
AMERICAN VENDING,7180  NEWTON ST.,,WESTMINSTER,CO,80030-6002,False
FREEBORN'S MUSIC,5451  32nd AVE. W.,,WHEAT RIDGE,CO,80033-,False
PUTT-PUTT GOLF,4311  WADSWORTH BL.,,WHEATRIDGE,CO,80033-4621,False
FUNTRONICS,474  PARK ST.,,CASTLE ROCK,CO,80104-1518,False
JOLLY TIME,701  HAMPDEN AVE. W.,CINDERELLA CITY,ENGLEWOOD,CO,80110,False
SHOWBIZ PIZZA PLACE,1001  HAMPDEN AVE. W.,,ENGLEWOOD,CO,80110-,True
MOUNTAIN AMUSEMENTS,65  FLOYD AVE. W.,,ENGLEWOOD,CO,80110-2420,False
SHOWBIZ PIZZA PLACE,,12293  ILIFF AVE. E.,AURORA,CO,80114-,True
LAMPLIGHTER RECREATIONAL CENTER,2640  MAIN ST. W.,,LITTLETON,CO,80120-1915,True
NAUTILUS,6911  UNIVERSITY BL. S.,SOUTHGLENN MALL # 203,LITTLETON,CO,80122,True
GOLD MINE,8501  BOWLES AVE. W.,SOUTHWEST PLAZA MALL # 1A-182,LITTLETON,CO,80123,True
CHUBBY CHUCKLES,8501  BOWLES AVE. W.,SOUTHWEST PLAZA MALL # 2B-735,LITTLETON,CO,80123,True
FUNPLEX,9670  COAL MINE AVE. W.,PUTTER'S PARK,LITTLETON,CO,80123-,True
EASTSIDE AMUSEMENT CENTER,2017  COLFAX AVE. E.,,DENVER,CO,80206-1303,True
PARK HILL FAMILY RECREATION & AMUSEMENT,3415  HOLLY ST.,,DENVER,CO,80207-,True
SERVOMAT VENDING,1441  46th AVE. W. # 14,,DENVER,CO,80211-,False
COLFAX BILLIARDS,5219  COLFAX AVE. W.,,DENVER,CO,80214-,False
ACME CIGARETTE & MUSIC,4350  BROADWAY N.,,DENVER,CO,80216,False
MALIBU GRAND PRIX,5740  BROADWAY,,DENVER,CO,80216-1023,False
ELLSWOOD'S,595  56th AVE. E.,,DENVER,CO,80216-1799,False
APOLLO STEREO MUSIC,4230  ELATI ST.,,DENVER,CO,80216-2635,False
ACE GAMES,3501  BRIGHTON BL.,,DENVER,CO,80216-3610,False
ARAPAHOE VENDING,1513  QUITMAN ST. S.,,DENVER,CO,80219-4446,False
CONSOLIDATED VENDING SERVICE,6400  BROADWAY,,DENVER,CO,80221-,False
FISHER'S COMPLETE SALES & SERVICE,2805  64th AVE. W.,,DENVER,CO,80221-2303,False
PUTT-PUTT GOLF,1520  72nd AVE. W.,,DENVER,CO,80221-2730,False
LE MANS,1407  84th AVE. W. # 1,84th & PECOS SHOPPING CENTER,FEDERAL HEIGHTS,CO,80221-4721,True
AMUSEMENT ENTERPRISES,5595  FEDERAL BL. N.,,DENVER,CO,80221-6580,False
CELEBRITY SPORTS CENTER,888  COLORADO BL. S.,,DENVER,CO,80222-2088,True
JOLLY TIME,7200  ALAMEDA AVE. W.,VILIA ITALIA SHOPPING CENTER,DENVER,CO,80226-,True
A & H BILLIARD SERVICE,630  ESTES ST. S.,,DENVER,CO,80226-2953,False
NICKELODEON,500  84th AVE. E.,NORTH VALLEY MALL,DENVER,CO,80229-5328,True
SPORTSGLENN,2225  104th AVE. E.,,THORNTON,CO,80233-,False
GOLD MINE,,NORTHGLENN MALL,NORTHGLENN,CO,80234,True
ALADDIN'S CASTLE,1600  28th ST.,CROSSROADS MALL # 273,BOULDER,CO,80301,True
GREEN SCENE,4800  28th ST. N.,,BOULDER,CO,80301-,False
PINBALL PALACE,1144  PEARL ST.,,BOULDER,CO,80302-,False
GOLD COIN AMUSEMENT & VENDING,636  LOOKOUT MOUNTAIN RD.,,GOLDEN,CO,80401-,False
TRAIL CREEK CANYON AMUSEMENTS & VENDING,"509  ZEREZ, P O BOX 194",,FRASER,CO,80442-0194,False
ABRAXAS VENDING,"307  MAIN, P O BOX 1798",,FRISCO,CO,80443-,False
WEAVER AMUSEMENTS,419  CR 61,,GRANBY,CO,80446-,False
ADVENTURE VIDEO AMUSEMENTS,"605  HARRISON AVE., P O BOX 1585",,LEADVILLE,CO,80461-1585,False
